customer_id,signup_date,region,membership_plan,acquisition_channel,account_status,created_at,updated_at,is_deleted
cus_00001092,2023-02-07,midwest,basic,organic,active,2023-02-07T21:36:50.000000Z,2023-02-07T21:36:50.000000Z,false
cus_00001093,2025-04-22,northeast,basic,paid_search,active,2025-04-22T20:57:04.000000Z,2025-04-22T20:57:04.000000Z,false
cus_00001094,2023-05-18,south,premium,paid_search,suspended,2023-05-18T09:42:08.000000Z,2023-05-18T09:42:08.000000Z,false
cus_00001095,2024-09-20,midwest,basic,paid_search,active,2024-09-20T01:11:52.000000Z,2024-09-20T01:11:52.000000Z,false
cus_00001096,2025-10-06,south,basic,employer,active,2025-10-06T02:40:16.000000Z,2025-10-06T02:40:16.000000Z,false
cus_00001097,2024-08-24,west,premium,paid_search,active,2024-08-24T01:10:30.000000Z,2024-08-24T01:10:30.000000Z,false
cus_00001098,2021-06-20,west,premium,employer,active,2021-06-20T05:34:11.000000Z,2021-06-20T05:34:11.000000Z,false
cus_00001099,2021-09-23,south,basic,organic,active,2021-09-23T19:45:25.000000Z,2021-09-23T19:45:25.000000Z,false
cus_00001100,2025-04-16,south,basic,organic,active,2025-04-16T10:47:58.000000Z,2025-04-16T10:47:58.000000Z,false
cus_00001101,2022-11-16,west,premium,paid_search,active,2022-11-16T19:58:34.000000Z,2022-11-16T19:58:34.000000Z,false
cus_00001102,2025-12-06,south,basic,paid_search,active,2025-12-06T10:09:37.000000Z,2025-12-06T10:09:37.000000Z,false
cus_00001103,2023-01-08,midwest,basic,paid_search,active,2023-01-08T21:17:03.000000Z,2023-01-08T21:17:03.000000Z,false
cus_00001104,2022-07-28,south,premium,organic,active,2022-07-28T17:31:23.000000Z,2022-07-28T17:31:23.000000Z,false
cus_00001105,2025-10-13,south,premium,paid_search,suspended,2025-10-13T11:34:06.000000Z,2025-10-13T11:34:06.000000Z,false
cus_00001106,2024-09-21,midwest,basic,organic,active,2024-09-21T19:26:13.000000Z,2024-09-21T19:26:13.000000Z,false
cus_00001107,2021-11-17,south,basic,paid_search,active,2021-11-17T08:05:46.000000Z,2021-11-17T08:05:46.000000Z,false
cus_00001108,2022-07-02,south,basic,organic,active,2022-07-02T07:52:36.000000Z,2022-07-02T07:52:36.000000Z,false
cus_00001109,2024-06-13,west,basic,organic,active,2024-06-13T05:02:12.000000Z,2024-06-13T05:02:12.000000Z,false
cus_00001110,2023-08-10,south,basic,organic,active,2023-08-10T05:19:31.000000Z,2023-08-10T05:19:31.000000Z,false
cus_00001111,2025-01-31,northeast,premium,organic,active,2025-01-31T02:24:35.000000Z,2025-01-31T02:24:35.000000Z,false
cus_00001112,2025-12-21,south,basic,organic,active,2025-12-21T12:27:49.000000Z,2025-12-21T12:27:49.000000Z,false
cus_00001113,2022-01-09,midwest,basic,organic,active,2022-01-09T09:50:51.000000Z,2022-01-09T09:50:51.000000Z,false
cus_00001114,2023-05-30,south,basic,organic,active,2023-05-30T14:24:55.000000Z,2023-05-30T14:24:55.000000Z,false
cus_00001115,2025-08-29,west,basic,organic,active,2025-08-29T07:57:58.000000Z,2025-08-29T07:57:58.000000Z,false
cus_00001116,2024-03-31,midwest,basic,referral,active,2024-03-31T03:25:57.000000Z,2024-03-31T03:25:57.000000Z,false
cus_00001117,2024-01-07,west,premium,organic,active,2024-01-07T03:13:20.000000Z,2024-01-07T03:13:20.000000Z,false
cus_00001118,2024-04-21,south,basic,paid_search,active,2024-04-21T00:18:36.000000Z,2024-04-21T00:18:36.000000Z,false
cus_00001119,2022-12-10,south,basic,employer,active,2022-12-10T11:26:46.000000Z,2022-12-10T11:26:46.000000Z,false
cus_00001120,2021-07-11,midwest,basic,paid_search,active,2021-07-11T14:55:48.000000Z,2021-07-11T14:55:48.000000Z,false
cus_00001121,2025-11-05,south,basic,organic,active,2025-11-05T20:32:02.000000Z,2025-11-05T20:32:02.000000Z,false
cus_00001122,2024-07-08,midwest,basic,paid_search,active,2024-07-08T09:26:21.000000Z,2024-07-08T09:26:21.000000Z,false
cus_00001123,2025-07-10,south,basic,organic,active,2025-07-10T16:21:20.000000Z,2025-07-10T16:21:20.000000Z,false
cus_00001124,2021-03-12,west,basic,organic,active,2021-03-12T05:26:54.000000Z,2021-03-12T05:26:54.000000Z,false
cus_00001125,2025-03-13,northeast,premium,referral,active,2025-03-13T03:38:39.000000Z,2025-03-13T03:38:39.000000Z,false
cus_00001126,2021-05-22,south,basic,employer,active,2021-05-22T09:05:57.000000Z,2021-05-22T09:05:57.000000Z,false
cus_00001127,2024-08-22,south,premium,referral,active,2024-08-22T18:44:23.000000Z,2024-08-22T18:44:23.000000Z,false
cus_00001128,2021-05-05,northeast,basic,organic,active,2021-05-05T14:40:03.000000Z,2021-05-05T14:40:03.000000Z,false
cus_00001129,2021-11-28,west,basic,referral,active,2021-11-28T10:45:19.000000Z,2021-11-28T10:45:19.000000Z,false
cus_00001130,2023-06-05,south,premium,organic,active,2023-06-05T05:03:41.000000Z,2023-06-05T05:03:41.000000Z,false
cus_00001131,2022-12-30,midwest,basic,employer,active,2022-12-30T08:11:02.000000Z,2022-12-30T08:11:02.000000Z,false
cus_00001132,2025-01-02,west,basic,organic,closed,2025-01-02T06:07:42.000000Z,2025-01-02T06:07:42.000000Z,false
cus_00001133,2022-04-28,south,premium,paid_search,active,2022-04-28T02:31:39.000000Z,2022-04-28T02:31:39.000000Z,false
cus_00001134,2023-09-20,west,premium,employer,active,2023-09-20T09:08:29.000000Z,2023-09-20T09:08:29.000000Z,false
cus_00001135,2022-06-22,south,basic,paid_search,active,2022-06-22T18:39:17.000000Z,2022-06-22T18:39:17.000000Z,false
cus_00001136,2021-08-22,northeast,basic,employer,active,2021-08-22T03:20:32.000000Z,2021-08-22T03:20:32.000000Z,false
cus_00001137,2023-02-17,northeast,premium,organic,active,2023-02-17T13:50:32.000000Z,2023-02-17T13:50:32.000000Z,false
cus_00001138,2024-05-27,midwest,basic,employer,active,2024-05-27T06:52:35.000000Z,2024-05-27T06:52:35.000000Z,false
cus_00001139,2024-08-02,west,basic,organic,active,2024-08-02T03:12:45.000000Z,2024-08-02T03:12:45.000000Z,false
cus_00001140,2022-07-19,south,basic,paid_search,active,2022-07-19T14:55:30.000000Z,2022-07-19T14:55:30.000000Z,false
cus_00001141,2024-08-31,south,basic,employer,active,2024-08-31T12:54:34.000000Z,2024-08-31T12:54:34.000000Z,false
cus_00001142,2024-02-07,south,premium,employer,active,2024-02-07T16:08:58.000000Z,2024-02-07T16:08:58.000000Z,false
cus_00001143,2023-12-12,northeast,basic,employer,active,2023-12-12T13:40:14.000000Z,2023-12-12T13:40:14.000000Z,false
cus_00001144,2024-04-13,northeast,basic,organic,active,2024-04-13T20:59:18.000000Z,2024-04-13T20:59:18.000000Z,false
cus_00001145,2023-08-16,midwest,basic,paid_search,active,2023-08-16T14:57:33.000000Z,2023-08-16T14:57:33.000000Z,false
cus_00001146,2022-11-05,south,basic,paid_search,active,2022-11-05T03:54:33.000000Z,2022-11-05T03:54:33.000000Z,false
cus_00001147,2021-04-14,west,premium,organic,active,2021-04-14T16:32:09.000000Z,2021-04-14T16:32:09.000000Z,false
cus_00001148,2025-04-13,northeast,basic,employer,active,2025-04-13T02:06:05.000000Z,2025-04-13T02:06:05.000000Z,false
cus_00001149,2022-06-25,west,basic,organic,active,2022-06-25T00:09:22.000000Z,2022-06-25T00:09:22.000000Z,false
cus_00001150,2026-08-26,south,basic,organic,active,2026-08-26T02:13:48.000000Z,2026-08-26T02:13:48.000000Z,false
cus_00001151,2024-04-19,midwest,premium,organic,active,2024-04-19T10:25:51.000000Z,2024-04-19T10:25:51.000000Z,false
cus_00001152,2023-06-03,south,basic,organic,active,2023-06-03T12:13:08.000000Z,2023-06-03T12:13:08.000000Z,false
cus_00001153,2026-02-13,west,premium,employer,active,2026-02-13T12:45:50.000000Z,2026-02-13T12:45:50.000000Z,false
cus_00001154,2025-05-19,west,basic,employer,active,2025-05-19T21:49:56.000000Z,2025-05-19T21:49:56.000000Z,false
cus_00001155,2022-01-02,south,basic,referral,active,2022-01-02T04:53:36.000000Z,2022-01-02T04:53:36.000000Z,false
cus_00001156,2023-02-13,midwest,premium,organic,active,2023-02-13T15:32:38.000000Z,2023-02-13T15:32:38.000000Z,false
cus_00001157,2025-01-26,south,premium,organic,active,2025-01-26T11:29:49.000000Z,2025-01-26T11:29:49.000000Z,false
cus_00001158,2021-03-25,midwest,basic,organic,active,2021-03-25T03:32:51.000000Z,2021-03-25T03:32:51.000000Z,false
cus_00001159,2022-12-23,south,premium,organic,active,2022-12-23T11:46:35.000000Z,2022-12-23T11:46:35.000000Z,false
cus_00001160,2022-12-12,midwest,premium,employer,active,2022-12-12T09:45:15.000000Z,2022-12-12T09:45:15.000000Z,false
cus_00001161,2021-04-14,west,premium,paid_search,active,2021-04-14T14:25:01.000000Z,2021-04-14T14:25:01.000000Z,false
cus_00001162,2026-04-25,south,premium,referral,active,2026-04-25T06:44:13.000000Z,2026-04-25T06:44:13.000000Z,false
cus_00001163,2022-07-04,south,premium,referral,active,2022-07-04T14:23:31.000000Z,2022-07-04T14:23:31.000000Z,false
cus_00001164,2023-12-20,south,basic,paid_search,active,2023-12-20T13:45:31.000000Z,2023-12-20T13:45:31.000000Z,false
cus_00001165,2022-03-30,south,basic,organic,active,2022-03-30T04:18:12.000000Z,2022-03-30T04:18:12.000000Z,false
cus_00001166,2024-08-28,midwest,basic,organic,active,2024-08-28T21:29:30.000000Z,2024-08-28T21:29:30.000000Z,false
cus_00001167,2021-12-20,south,premium,organic,active,2021-12-20T11:57:49.000000Z,2021-12-20T11:57:49.000000Z,false
cus_00001168,2021-02-11,south,basic,paid_search,closed,2021-02-11T08:58:20.000000Z,2021-02-11T08:58:20.000000Z,false
cus_00001169,2025-08-04,northeast,basic,paid_search,active,2025-08-04T12:09:19.000000Z,2025-08-04T12:09:19.000000Z,false
cus_00001170,2024-11-18,south,basic,referral,active,2024-11-18T23:41:11.000000Z,2024-11-18T23:41:11.000000Z,false
cus_00001171,2025-08-17,south,basic,referral,active,2025-08-17T21:21:19.000000Z,2025-08-17T21:21:19.000000Z,false
cus_00001172,2021-07-13,northeast,basic,paid_search,active,2021-07-13T18:25:50.000000Z,2021-07-13T18:25:50.000000Z,false
cus_00001173,2021-11-23,south,basic,paid_search,active,2021-11-23T01:04:29.000000Z,2021-11-23T01:04:29.000000Z,false
cus_00001174,2024-07-17,west,basic,organic,suspended,2024-07-17T16:04:43.000000Z,2024-07-17T16:04:43.000000Z,false
cus_00001175,2024-08-01,south,basic,organic,active,2024-08-01T08:46:10.000000Z,2024-08-01T08:46:10.000000Z,false
cus_00001176,2023-04-17,midwest,basic,paid_search,active,2023-04-17T19:32:16.000000Z,2023-04-17T19:32:16.000000Z,false
cus_00001177,2024-12-28,south,premium,paid_search,suspended,2024-12-28T05:50:56.000000Z,2024-12-28T05:50:56.000000Z,false
cus_00001178,2025-04-22,west,basic,organic,active,2025-04-22T10:13:20.000000Z,2025-04-22T10:13:20.000000Z,false
cus_00001179,2024-02-19,west,premium,organic,active,2024-02-19T22:50:50.000000Z,2024-02-19T22:50:50.000000Z,false
cus_00001180,2023-12-04,midwest,basic,organic,active,2023-12-04T13:51:17.000000Z,2023-12-04T13:51:17.000000Z,false
cus_00001181,2022-04-11,west,premium,employer,active,2022-04-11T14:49:34.000000Z,2022-04-11T14:49:34.000000Z,false
cus_00001182,2021-02-04,midwest,basic,employer,active,2021-02-04T22:45:58.000000Z,2021-02-04T22:45:58.000000Z,false
cus_00001183,2022-10-24,south,basic,employer,active,2022-10-24T10:44:11.000000Z,2022-10-24T10:44:11.000000Z,false
cus_00001184,2026-08-19,midwest,basic,paid_search,active,2026-08-19T02:44:03.000000Z,2026-08-19T02:44:03.000000Z,false
cus_00001185,2021-06-30,south,basic,organic,active,2021-06-30T16:36:19.000000Z,2021-06-30T16:36:19.000000Z,false
cus_00001186,2023-07-20,west,premium,referral,active,2023-07-20T17:16:30.000000Z,2023-07-20T17:16:30.000000Z,false
cus_00001187,2026-05-20,midwest,basic,paid_search,active,2026-05-20T23:12:11.000000Z,2026-05-20T23:12:11.000000Z,false
cus_00001188,2026-02-11,west,basic,organic,active,2026-02-11T18:22:02.000000Z,2026-02-11T18:22:02.000000Z,false
cus_00001189,2023-02-17,south,basic,organic,active,2023-02-17T20:45:51.000000Z,2023-02-17T20:45:51.000000Z,false
cus_00001190,2022-05-26,northeast,basic,referral,active,2022-05-26T19:31:53.000000Z,2022-05-26T19:31:53.000000Z,false
cus_00001191,2026-03-24,west,premium,organic,active,2026-03-24T18:01:13.000000Z,2026-03-24T18:01:13.000000Z,false
cus_00001192,2021-03-11,northeast,premium,organic,active,2021-03-11T19:05:07.000000Z,2021-03-11T19:05:07.000000Z,false
cus_00001193,2023-08-05,west,basic,organic,active,2023-08-05T10:47:35.000000Z,2023-08-05T10:47:35.000000Z,false
cus_00001194,2025-01-23,south,basic,referral,active,2025-01-23T03:09:45.000000Z,2025-01-23T03:09:45.000000Z,false
cus_00001195,2022-03-16,northeast,basic,referral,active,2022-03-16T20:49:37.000000Z,2022-03-16T20:49:37.000000Z,false
cus_00001196,2026-07-19,midwest,premium,organic,active,2026-07-19T13:38:48.000000Z,2026-07-19T13:38:48.000000Z,false
cus_00001197,2021-11-21,midwest,basic,organic,active,2021-11-21T06:58:38.000000Z,2021-11-21T06:58:38.000000Z,false
cus_00001198,2026-08-26,northeast,premium,organic,active,2026-08-26T18:47:41.000000Z,2026-08-26T18:47:41.000000Z,false
cus_00001199,2024-10-09,midwest,basic,employer,active,2024-10-09T05:52:24.000000Z,2024-10-09T05:52:24.000000Z,false
cus_00001200,2023-04-30,midwest,basic,organic,active,2023-04-30T20:09:18.000000Z,2023-04-30T20:09:18.000000Z,false
cus_00001201,2025-12-14,west,basic,paid_search,active,2025-12-14T00:47:49.000000Z,2025-12-14T00:47:49.000000Z,false
cus_00001202,2022-08-03,south,basic,employer,active,2022-08-03T00:59:08.000000Z,2022-08-03T00:59:08.000000Z,false
cus_00001203,2021-11-02,northeast,basic,employer,active,2021-11-02T23:53:47.000000Z,2021-11-02T23:53:47.000000Z,false
cus_00001204,2021-09-26,midwest,premium,paid_search,active,2021-09-26T00:20:44.000000Z,2021-09-26T00:20:44.000000Z,false
cus_00001205,2022-08-20,south,basic,employer,active,2022-08-20T10:04:31.000000Z,2022-08-20T10:04:31.000000Z,false
cus_00001206,2022-02-16,midwest,basic,organic,active,2022-02-16T02:09:19.000000Z,2022-02-16T02:09:19.000000Z,false
cus_00001207,2021-02-19,west,premium,paid_search,active,2021-02-19T05:52:58.000000Z,2021-02-19T05:52:58.000000Z,false
cus_00001208,2022-10-01,midwest,basic,referral,active,2022-10-01T06:49:20.000000Z,2022-10-01T06:49:20.000000Z,false
cus_00001209,2023-03-19,northeast,premium,paid_search,active,2023-03-19T16:04:26.000000Z,2023-03-19T16:04:26.000000Z,false
cus_00001210,2026-04-02,west,basic,organic,active,2026-04-02T10:33:31.000000Z,2026-04-02T10:33:31.000000Z,false
cus_00001211,2022-06-29,south,basic,organic,active,2022-06-29T12:16:33.000000Z,2022-06-29T12:16:33.000000Z,false
cus_00001212,2026-06-27,midwest,basic,referral,active,2026-06-27T16:30:47.000000Z,2026-06-27T16:30:47.000000Z,false
cus_00001213,2026-03-30,west,basic,paid_search,active,2026-03-30T14:54:15.000000Z,2026-03-30T14:54:15.000000Z,false
cus_00001214,2025-11-01,midwest,basic,paid_search,active,2025-11-01T04:33:25.000000Z,2025-11-01T04:33:25.000000Z,false
cus_00001215,2025-07-19,northeast,basic,paid_search,active,2025-07-19T00:19:15.000000Z,2025-07-19T00:19:15.000000Z,false
cus_00001216,2026-02-04,west,premium,employer,active,2026-02-04T11:55:44.000000Z,2026-02-04T11:55:44.000000Z,false
cus_00001217,2022-07-19,midwest,premium,employer,active,2022-07-19T05:45:33.000000Z,2022-07-19T05:45:33.000000Z,false
cus_00001218,2022-03-15,northeast,premium,organic,active,2022-03-15T07:32:50.000000Z,2022-03-15T07:32:50.000000Z,false
cus_00001219,2025-02-12,midwest,basic,organic,active,2025-02-12T15:54:00.000000Z,2025-02-12T15:54:00.000000Z,false
cus_00001220,2021-09-28,northeast,premium,organic,active,2021-09-28T05:14:37.000000Z,2021-09-28T05:14:37.000000Z,false
cus_00001221,2023-03-09,south,premium,employer,active,2023-03-09T09:24:47.000000Z,2023-03-09T09:24:47.000000Z,false
cus_00001222,2026-07-01,northeast,basic,paid_search,active,2026-07-01T10:11:36.000000Z,2026-07-01T10:11:36.000000Z,false
cus_00001223,2023-02-20,west,basic,paid_search,active,2023-02-20T17:00:00.000000Z,2023-02-20T17:00:00.000000Z,false
cus_00001224,2025-11-30,midwest,premium,referral,active,2025-11-30T10:11:53.000000Z,2025-11-30T10:11:53.000000Z,false
cus_00001225,2022-10-29,south,basic,organic,active,2022-10-29T21:44:43.000000Z,2022-10-29T21:44:43.000000Z,false
cus_00001226,2022-09-12,west,premium,paid_search,active,2022-09-12T18:37:07.000000Z,2022-09-12T18:37:07.000000Z,false
cus_00001227,2026-01-10,northeast,basic,employer,active,2026-01-10T20:52:34.000000Z,2026-01-10T20:52:34.000000Z,false
cus_00001228,2021-03-20,midwest,premium,organic,active,2021-03-20T08:32:25.000000Z,2021-03-20T08:32:25.000000Z,false
cus_00001229,2024-04-21,west,basic,organic,suspended,2024-04-21T13:13:39.000000Z,2024-04-21T13:13:39.000000Z,false
cus_00001230,2023-01-14,midwest,basic,employer,active,2023-01-14T21:34:48.000000Z,2023-01-14T21:34:48.000000Z,false
cus_00001231,2026-06-20,west,premium,paid_search,active,2026-06-20T10:38:33.000000Z,2026-06-20T10:38:33.000000Z,false
cus_00001232,2026-08-15,midwest,basic,referral,active,2026-08-15T18:58:59.000000Z,2026-08-15T18:58:59.000000Z,false
cus_00001233,2026-02-28,west,premium,referral,active,2026-02-28T09:29:11.000000Z,2026-02-28T09:29:11.000000Z,false
cus_00001234,2024-06-18,west,premium,referral,active,2024-06-18T01:11:49.000000Z,2024-06-18T01:11:49.000000Z,false
cus_00001235,2026-02-24,south,basic,referral,active,2026-02-24T21:15:14.000000Z,2026-02-24T21:15:14.000000Z,false
cus_00001236,2022-01-21,northeast,basic,organic,active,2022-01-21T08:49:03.000000Z,2022-01-21T08:49:03.000000Z,false
cus_00001237,2026-04-20,northeast,basic,organic,active,2026-04-20T12:10:22.000000Z,2026-04-20T12:10:22.000000Z,false
cus_00001238,2024-07-16,midwest,premium,employer,active,2024-07-16T05:37:47.000000Z,2024-07-16T05:37:47.000000Z,false
cus_00001239,2022-10-02,west,basic,employer,active,2022-10-02T20:09:35.000000Z,2022-10-02T20:09:35.000000Z,false
cus_00001240,2024-01-28,midwest,basic,employer,active,2024-01-28T06:30:23.000000Z,2024-01-28T06:30:23.000000Z,false
cus_00001241,2025-05-09,west,basic,organic,active,2025-05-09T20:27:08.000000Z,2025-05-09T20:27:08.000000Z,false
cus_00001242,2021-08-17,midwest,basic,organic,suspended,2021-08-17T08:37:37.000000Z,2021-08-17T08:37:37.000000Z,false
cus_00001243,2023-05-16,northeast,premium,organic,closed,2023-05-16T17:54:05.000000Z,2023-05-16T17:54:05.000000Z,false
cus_00001244,2023-11-07,south,premium,organic,active,2023-11-07T14:00:08.000000Z,2023-11-07T14:00:08.000000Z,false
cus_00001245,2026-06-24,midwest,basic,employer,active,2026-06-24T16:10:22.000000Z,2026-06-24T16:10:22.000000Z,false
cus_00001246,2024-05-07,south,basic,organic,active,2024-05-07T02:40:22.000000Z,2024-05-07T02:40:22.000000Z,false
cus_00001247,2023-01-08,west,basic,employer,active,2023-01-08T21:22:40.000000Z,2023-01-08T21:22:40.000000Z,false
cus_00001248,2023-03-28,northeast,premium,organic,active,2023-03-28T20:42:59.000000Z,2023-03-28T20:42:59.000000Z,false
cus_00001249,2024-04-08,midwest,premium,paid_search,active,2024-04-08T13:20:11.000000Z,2024-04-08T13:20:11.000000Z,false
cus_00001250,2022-04-15,midwest,basic,organic,active,2022-04-15T01:12:55.000000Z,2022-04-15T01:12:55.000000Z,false
cus_00001251,2023-04-12,northeast,basic,referral,active,2023-04-12T07:10:28.000000Z,2023-04-12T07:10:28.000000Z,false
cus_00001252,2025-12-24,south,basic,organic,active,2025-12-24T07:03:01.000000Z,2025-12-24T07:03:01.000000Z,false
cus_00001253,2025-11-25,south,premium,organic,active,2025-11-25T09:08:27.000000Z,2025-11-25T09:08:27.000000Z,false
cus_00001254,2025-09-22,south,premium,organic,active,2025-09-22T03:41:57.000000Z,2025-09-22T03:41:57.000000Z,false
cus_00001255,2024-12-22,south,basic,organic,active,2024-12-22T07:30:10.000000Z,2024-12-22T07:30:10.000000Z,false
cus_00001256,2024-07-27,west,premium,employer,active,2024-07-27T16:00:21.000000Z,2024-07-27T16:00:21.000000Z,false
cus_00001257,2023-07-16,south,basic,employer,active,2023-07-16T08:56:57.000000Z,2023-07-16T08:56:57.000000Z,false
cus_00001258,2021-07-10,midwest,premium,referral,active,2021-07-10T07:02:12.000000Z,2021-07-10T07:02:12.000000Z,false
cus_00001259,2021-03-26,south,basic,organic,active,2021-03-26T14:06:43.000000Z,2021-03-26T14:06:43.000000Z,false
cus_00001260,2022-07-19,west,basic,employer,closed,2022-07-19T22:22:06.000000Z,2022-07-19T22:22:06.000000Z,false
cus_00001261,2023-08-05,south,basic,employer,active,2023-08-05T05:57:36.000000Z,2023-08-05T05:57:36.000000Z,false
cus_00001262,2022-09-28,south,basic,paid_search,active,2022-09-28T09:58:53.000000Z,2022-09-28T09:58:53.000000Z,false
cus_00001263,2022-01-10,northeast,basic,organic,active,2022-01-10T04:09:35.000000Z,2022-01-10T04:09:35.000000Z,false
cus_00001264,2022-12-20,midwest,basic,organic,active,2022-12-20T19:41:51.000000Z,2022-12-20T19:41:51.000000Z,false
cus_00001265,2025-01-26,south,basic,paid_search,active,2025-01-26T18:32:49.000000Z,2025-01-26T18:32:49.000000Z,false
cus_00001266,2021-08-18,midwest,basic,paid_search,active,2021-08-18T23:51:16.000000Z,2021-08-18T23:51:16.000000Z,false
cus_00001267,2026-07-28,south,basic,employer,active,2026-07-28T05:16:34.000000Z,2026-07-28T05:16:34.000000Z,false
cus_00001268,2022-02-27,south,basic,referral,active,2022-02-27T02:42:55.000000Z,2022-02-27T02:42:55.000000Z,false
cus_00001269,2021-09-13,south,premium,organic,active,2021-09-13T18:43:49.000000Z,2021-09-13T18:43:49.000000Z,false
cus_00001270,2021-09-23,south,premium,organic,active,2021-09-23T01:58:01.000000Z,2021-09-23T01:58:01.000000Z,false
cus_00001271,2023-02-15,northeast,basic,employer,active,2023-02-15T05:16:59.000000Z,2023-02-15T05:16:59.000000Z,false
cus_00001272,2022-04-20,midwest,basic,organic,active,2022-04-20T03:13:20.000000Z,2022-04-20T03:13:20.000000Z,false
cus_00001273,2022-06-03,south,basic,organic,active,2022-06-03T19:54:35.000000Z,2022-06-03T19:54:35.000000Z,false
cus_00001274,2025-11-29,northeast,basic,organic,active,2025-11-29T08:50:54.000000Z,2025-11-29T08:50:54.000000Z,false
cus_00001275,2026-01-08,west,basic,organic,active,2026-01-08T13:25:10.000000Z,2026-01-08T13:25:10.000000Z,false
cus_00001276,2026-08-15,west,basic,employer,active,2026-08-15T07:14:36.000000Z,2026-08-15T07:14:36.000000Z,false
cus_00001277,2024-01-06,south,basic,organic,active,2024-01-06T16:03:43.000000Z,2024-01-06T16:03:43.000000Z,false
cus_00001278,2025-03-29,south,basic,employer,active,2025-03-29T14:48:46.000000Z,2025-03-29T14:48:46.000000Z,false
cus_00001279,2026-07-21,midwest,basic,organic,active,2026-07-21T20:36:16.000000Z,2026-07-21T20:36:16.000000Z,false
cus_00001280,2025-05-18,south,basic,employer,active,2025-05-18T02:14:54.000000Z,2025-05-18T02:14:54.000000Z,false
cus_00001281,2026-03-15,south,basic,organic,active,2026-03-15T21:22:23.000000Z,2026-03-15T21:22:23.000000Z,false
cus_00001282,2025-05-03,midwest,basic,organic,active,2025-05-03T21:17:12.000000Z,2025-05-03T21:17:12.000000Z,false
cus_00001283,2021-03-01,midwest,premium,organic,active,2021-03-01T00:01:04.000000Z,2021-03-01T00:01:04.000000Z,false
cus_00001284,2022-03-12,midwest,basic,organic,active,2022-03-12T00:57:30.000000Z,2022-03-12T00:57:30.000000Z,false
cus_00001285,2025-05-08,west,basic,referral,active,2025-05-08T18:08:55.000000Z,2025-05-08T18:08:55.000000Z,false
cus_00001286,2022-08-03,west,basic,employer,active,2022-08-03T11:05:54.000000Z,2022-08-03T11:05:54.000000Z,false
cus_00001287,2023-06-22,northeast,basic,organic,active,2023-06-22T14:04:57.000000Z,2023-06-22T14:04:57.000000Z,false
cus_00001288,2026-07-06,south,basic,organic,active,2026-07-06T22:04:50.000000Z,2026-07-06T22:04:50.000000Z,false
cus_00001289,2026-03-04,south,premium,employer,active,2026-03-04T11:03:50.000000Z,2026-03-04T11:03:50.000000Z,false
cus_00001290,2023-02-11,midwest,basic,employer,active,2023-02-11T20:54:56.000000Z,2023-02-11T20:54:56.000000Z,false
cus_00001291,2024-06-11,midwest,premium,paid_search,active,2024-06-11T01:45:53.000000Z,2024-06-11T01:45:53.000000Z,false
cus_00001292,2021-04-27,west,premium,organic,active,2021-04-27T02:27:09.000000Z,2021-04-27T02:27:09.000000Z,false
cus_00001293,2024-09-13,west,premium,employer,active,2024-09-13T00:29:26.000000Z,2024-09-13T00:29:26.000000Z,false
cus_00001294,2026-06-04,northeast,basic,paid_search,active,2026-06-04T12:52:33.000000Z,2026-06-04T12:52:33.000000Z,false
cus_00001295,2024-12-02,northeast,basic,employer,active,2024-12-02T02:00:09.000000Z,2024-12-02T02:00:09.000000Z,false
cus_00001296,2024-08-01,west,basic,organic,active,2024-08-01T22:06:03.000000Z,2024-08-01T22:06:03.000000Z,false
cus_00001297,2022-08-02,northeast,premium,employer,suspended,2022-08-02T10:13:30.000000Z,2022-08-02T10:13:30.000000Z,false
cus_00001298,2021-05-07,south,basic,referral,active,2021-05-07T03:14:24.000000Z,2021-05-07T03:14:24.000000Z,false
cus_00001299,2023-12-25,south,basic,referral,active,2023-12-25T09:46:15.000000Z,2023-12-25T09:46:15.000000Z,false
cus_00001300,2023-05-16,west,basic,employer,active,2023-05-16T08:37:24.000000Z,2023-05-16T08:37:24.000000Z,false
cus_00001301,2025-07-08,midwest,basic,paid_search,active,2025-07-08T20:51:59.000000Z,2025-07-08T20:51:59.000000Z,false
cus_00001302,2022-09-02,midwest,premium,organic,active,2022-09-02T10:02:24.000000Z,2022-09-02T10:02:24.000000Z,false
cus_00001303,2026-04-11,south,basic,organic,active,2026-04-11T03:40:10.000000Z,2026-04-11T03:40:10.000000Z,false
cus_00001304,2026-07-01,south,basic,organic,active,2026-07-01T02:47:56.000000Z,2026-07-01T02:47:56.000000Z,false
cus_00001305,2024-08-17,west,premium,paid_search,active,2024-08-17T03:10:02.000000Z,2024-08-17T03:10:02.000000Z,false
cus_00001306,2021-07-26,midwest,basic,organic,active,2021-07-26T05:58:16.000000Z,2021-07-26T05:58:16.000000Z,false
cus_00001307,2025-03-24,midwest,basic,organic,active,2025-03-24T10:38:34.000000Z,2025-03-24T10:38:34.000000Z,false
cus_00001308,2023-03-08,south,basic,employer,active,2023-03-08T00:54:22.000000Z,2023-03-08T00:54:22.000000Z,false
cus_00001309,2026-07-16,northeast,basic,paid_search,active,2026-07-16T11:06:49.000000Z,2026-07-16T11:06:49.000000Z,false
cus_00001310,2022-01-20,midwest,basic,paid_search,active,2022-01-20T05:12:20.000000Z,2022-01-20T05:12:20.000000Z,false
cus_00001311,2022-01-05,south,premium,organic,active,2022-01-05T17:11:05.000000Z,2022-01-05T17:11:05.000000Z,false
